participant_id	visit	handedness	laterality_quotient	EDINBURGH_WRITING_LH	EDINBURGH_WRITING_RH	EDINBURGH_DRAWING_RH	EDINBURGH_DRAWING_LH	EDINBURGH_THROWING_RH	EDINBURGH_THROWING_LH	EDINBURGH_SCISSORS_LH	EDINBURGH_SCISSORS_RH	EDINBURGH_TOOTHBRUSH_LH	EDINBURGH_TOOTHBRUSH_RH	EDINBURGH_KNIFE_LH	EDINBURGH_KNIFE_RH	EDINBURGH_SPOON_RH	EDINBURGH_SPOON_LH	EDINBURGH_BROOM_RH	EDINBURGH_BROOM_LH	EDINBURGH_MATCH_RH	EDINBURGH_MATCH_LH	EDINBURGH_OPEN_BOX_LH	EDINBURGH_OPEN_BOX_RH	EDINBURGH_KICK_RH	EDINBURGH_KICK_LH	EDINBURGH_EYE_LH	EDINBURGH_EYE_RH	EDINBURGH_WRITING	EDINBURGH_DRAWING	EDINBURGH_THROWING	EDINBURGH_SCISSORS	EDINBURGH_TOOTHBRUSH	EDINBURGH_KNIFE	EDINBURGH_SPOON	EDINBURGH_BROOM	EDINBURGH_MATCH	EDINBURGH_OPEN_BOX	EDINBURGH_KICK	EDINBURGH_EYE
sub-ON97151	baseline	1	87	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	-1	1	1	1	1	2	0
sub-ON97155	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	1	2
sub-ON97161	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	0	2	1	-1	-2
sub-ON97166	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	2
sub-ON97203	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	1	2	1	2	1
sub-ON97210	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	1	2	1	1	-1
sub-ON97211	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	1	2	2	2	2	1	1	1
sub-ON97215	baseline	0	20	-777	-777	-777	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	1	-1	-1	-1	-1	1	0	0	-1
sub-ON97226	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	1	2	2	1	1	1	2	1	1	0
sub-ON97230	baseline	0	30	0	2	0	2	2	0	2	0	1	1	2	0	1	1	1	1	1	1	1	1	2	0	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97231	baseline	0	30	0	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1	1	0	2	0	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97232	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	0	1	0	1	1	0	0	0	-1	-2
sub-ON97241	baseline	-1	-67	-777	-777	-777	-2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-2	-777	-1	-2	0	2	0	-1	-2	0	0	0
sub-ON97251	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	1	1	1
sub-ON97252	baseline	0	-20	-777	-777	-777	-2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-2	-777	1	2	-1	-2	-2	0	1	2	0	0
sub-ON97262	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	-999	1	2	1	2	2	1	2
sub-ON97264	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	0	2	2
sub-ON97265	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	-1
sub-ON97301	baseline	1	50	0	2	0	2	2	0	2	0	1	1	1	1	1	1	1	1	2	0	1	1	1	1	0	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97302	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	1	2	2	-999	1	1	2	1	1	2
sub-ON97310	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	1	1	0	2	2	0	1	1	2	0
sub-ON97311	baseline	1	73	0	2	0	2	2	1	2	1	2	0	0	2	0	2	0	2	2	0	1	1	1	1	0	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97320	baseline	-1	-100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-2	-2	0	0	-2	0	0	0	0	0	0	0
sub-ON97321	baseline	-1	-100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-2	-2	-1	-2	-2	-2	-2	-2	-2	-2	0	-2
sub-ON97322	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	1	2
sub-ON97324	baseline	0	-20	-777	-777	-777	-1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-2	-777	1	1	-2	2	-1	0	0	0	1	1
sub-ON97326	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	1	2	2	1	-2
sub-ON97330	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	1	2	2	1	2	2	2	2	1
sub-ON97332	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	2	1	2	2	1	2	1	2	0
sub-ON97340	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	1	2
sub-ON97342	baseline	0	33	0	2	0	2	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-999	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97362	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	1	2	1	2	1
sub-ON97365	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	2
sub-ON97410	baseline	1	100	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97412	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	2
sub-ON97415	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	-2
sub-ON97421	baseline	1	89	0	2	0	2	2	0	-999	0	2	0	0	2	0	2	1	2	2	0	2	0	1	2	0	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97423	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	2	2	2	2	2
sub-ON97424	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	2	2	2	2	1	2	1	2	2
sub-ON97426	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	-999	2
sub-ON97427	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	2	1	2	2	2	2	1	1	1
sub-ON97430	baseline	1	100	-777	-777	-777	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	1	-777	1	1	1	1	1	0	0	0	0	-1
sub-ON97432	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	2	2	2	2	0
sub-ON97441	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	1	2	2	2	2	0	2	2	2	-2
sub-ON97443	baseline	1	53	0	2	0	2	1	1	0	0	2	0	0	1	0	1	2	1	2	0	1	1	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97444	baseline	1	89	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	-1	2	1	2	2	2	0
sub-ON97451	baseline	1	100	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	2	0	2	0	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97455	baseline	1	90	0	2	0	2	1	1	2	0	2	0	0	2	0	2	0	2	2	0	2	0	1	1	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97460	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	2	2	2	1	1	2	0	1	-1
sub-ON97462	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	2	0	2	1	2	2	2	2	1
sub-ON97472	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	0	2	1	2	2	0	2	0
sub-ON97503	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	0	2	0	0	0
sub-ON97504	baseline	1	100	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97510	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	1	2	2	1	2	1	1	0
sub-ON97511	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	0	2	1	2	0
sub-ON97512	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	0	1	1	0	1	2	0	-1	0
sub-ON97513	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	1	2	2	1	2	1	1	0
sub-ON97514	baseline	1	80	0	2	0	2	2	0	2	0	2	0	0	2	0	2	1	1	2	0	1	1	0	2	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97515	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	1	1	2	2	0	1	-1
sub-ON97520	baseline	-1	-71	2	0	2	0	1	2	0	2	0	2	2	0	2	0	2	0	1	1	1	1	2	1	1	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97521	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	-2
sub-ON97522	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	1	2	2	2	2	0
sub-ON97523	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	2
sub-ON97526	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	2
sub-ON97530	baseline	1	90	0	2	0	2	2	0	2	0	2	0	0	2	0	2	1	1	2	0	2	0	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97532	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	1	2	1	1	2	1	1	-1
sub-ON97535	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	1	2	2	2	2	1	2	0	1	1
sub-ON97536	baseline	1	89	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	-1	2	2	2	2	2	-2
sub-ON97540	baseline	-1	-70	2	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	0	2	1	1	2	0	0	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97541	baseline	1	74	0	2	0	2	2	1	2	0	2	1	0	2	0	2	0	2	2	0	2	1	2	1	1	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97545	baseline	1	88	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	1	1	-1	1	2
sub-ON97547	baseline	0	16	-777	-777	-777	-2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-2	-777	2	2	-2	2	-2	2	2	1	2	-2
sub-ON97550	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	1	0	2	2	2	1	2	2	-1
sub-ON97554	baseline	1	70	0	2	0	2	2	0	2	0	2	0	0	2	0	2	1	1	1	1	1	1	2	0	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97562	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	0	2	-1
sub-ON97571	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	0	2	0	2	2
sub-ON97572	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	2
sub-ON97600	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	1	2	1	1	2	1	2	-1
sub-ON97603	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	1	1	1	0	1	0	1	1
sub-ON97604	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	1	1	2	2	1	1	0	1	0
sub-ON97611	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	1	2	2	2	1	1	1	1	2	0	-1	0
sub-ON97612	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	1	2	1	2	1	1	1	1	1	0
sub-ON97614	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	-1
sub-ON97616	baseline	1	100	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97620	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	1	1	1	1	2	1	1	1
sub-ON97621	baseline	0	30	0	2	0	2	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97622	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	1	1	2	1	2	1	2	1	1	1
sub-ON97623	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	0	1	1	2	0
sub-ON97624	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	2	2	2	2	2	2	2	2	0
sub-ON97630	baseline	-1	-100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	1	-1
sub-ON97631	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	1	1	1
sub-ON97632	baseline	1	43	0	2	1	2	2	1	2	1	2	1	0	2	1	2	1	2	2	1	2	1	0	2	2	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97634	baseline	1	100	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97635	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	2	2	2	2	2
sub-ON97636	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	1	1	1	1	1	1	1	0
sub-ON97641	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	2	2	1	2	1
sub-ON97643	baseline	1	100	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97644	baseline	1	60	0	2	0	2	0	2	2	0	2	0	0	2	0	2	2	0	2	0	2	0	2	0	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97645	baseline	0	38	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	-2	0	0	-2	1	0	0	-1
sub-ON97650	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	1	1	1	1	1	0	1	0
sub-ON97654	baseline	1	88	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	-1	2	1	2	0	2	1
sub-ON97656	baseline	1	100	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	0	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97661	baseline	1	60	0	2	0	2	2	0	2	0	2	1	0	2	1	2	1	2	2	1	2	1	1	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97663	baseline	1	100	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97665	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	1	2	2	0	1	0	1	1	-1	-1
sub-ON97700	baseline	1	100	-999	2	-999	2	2	-999	2	-999	2	-999	-999	2	-999	2	-999	1	2	-999	2	-999	-999	2	1	-999	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97702	baseline	1	50	0	2	0	2	0	2	2	0	2	0	1	1	0	2	1	1	2	0	1	1	1	2	2	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97705	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	1	-777	2	2	1	2	1	0	2	2	1	0
sub-ON97706	baseline	0	30	1	2	1	2	2	0	2	1	2	1	2	1	0	2	1	1	0	0	1	1	0	2	2	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97710	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	1	1	1	1	1	1	1	-1
sub-ON97713	baseline	1	100	-777	-777	-777	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	1	2	2	1	2	1	2	2
sub-ON97715	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	0
sub-ON97716	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	2	1	2	1	1	2	1	1	-1
sub-ON97720	baseline	0	0	2	0	2	0	2	0	2	0	2	0	1	1	2	0	2	0	2	0	1	1	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97722	baseline	1	82	0	2	0	2	2	0	2	0	2	0	0	2	1	2	1	2	2	0	2	0	1	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97723	baseline	-1	-100	-777	-777	-777	-2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-2	-777	-2	-2	-2	-2	-2	-2	-2	-2	-1	-2
sub-ON97724	baseline	1	85	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	1	1	2	1	1	1	-1	2	1	1	-2
sub-ON97725	baseline	1	43	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97726	baseline	0	36	0	2	0	2	2	1	2	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97731	baseline	1	90	0	2	0	2	2	0	2	0	2	0	1	1	0	2	0	2	2	0	2	0	0	2	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON97732	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	2	2	2	2	0	2	1	2	2
sub-ON97734	baseline	1	81	0	2	0	2	2	0	2	1	2	0	0	2	0	2	0	2	2	0	1	1	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
