participant_id	visit	handedness	laterality_quotient	EDINBURGH_WRITING_LH	EDINBURGH_WRITING_RH	EDINBURGH_DRAWING_RH	EDINBURGH_DRAWING_LH	EDINBURGH_THROWING_RH	EDINBURGH_THROWING_LH	EDINBURGH_SCISSORS_LH	EDINBURGH_SCISSORS_RH	EDINBURGH_TOOTHBRUSH_LH	EDINBURGH_TOOTHBRUSH_RH	EDINBURGH_KNIFE_LH	EDINBURGH_KNIFE_RH	EDINBURGH_SPOON_RH	EDINBURGH_SPOON_LH	EDINBURGH_BROOM_RH	EDINBURGH_BROOM_LH	EDINBURGH_MATCH_RH	EDINBURGH_MATCH_LH	EDINBURGH_OPEN_BOX_LH	EDINBURGH_OPEN_BOX_RH	EDINBURGH_KICK_RH	EDINBURGH_KICK_LH	EDINBURGH_EYE_LH	EDINBURGH_EYE_RH	EDINBURGH_WRITING	EDINBURGH_DRAWING	EDINBURGH_THROWING	EDINBURGH_SCISSORS	EDINBURGH_TOOTHBRUSH	EDINBURGH_KNIFE	EDINBURGH_SPOON	EDINBURGH_BROOM	EDINBURGH_MATCH	EDINBURGH_OPEN_BOX	EDINBURGH_KICK	EDINBURGH_EYE
sub-ON66632	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	0	1	2	1	2
sub-ON66640	baseline	1	100	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON66642	baseline	1	100	-777	-777	-777	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	1	-777	1	2	1	1	1	1	1	0	2	1
sub-ON66643	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	2	2	2	2	0
sub-ON66650	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	2	2	2	2	1	2	1	1	2
sub-ON67121	baseline	1	90	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	1	1	0	2	0	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON67435	baseline	1	80	0	2	0	2	2	0	2	0	2	0	0	2	0	2	1	1	2	0	1	1	1	1	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON67563	baseline	1	90	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	1	1	1	1	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON69092	baseline	1	90	0	2	0	2	1	1	2	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON70467	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	1	1	2	0	1	-2
sub-ON71932	baseline	1	82	0	2	0	2	2	0	2	1	2	1	0	2	0	2	0	2	2	0	2	0	1	2	2	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON72020	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	0
sub-ON72082	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	1	2	0	2	2	1	0
sub-ON72100	baseline	1	80	0	2	0	2	2	0	2	0	2	0	0	2	0	2	2	0	2	0	2	0	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON72101	baseline	1	85	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	0	0	0	2	-1	-2	-1
sub-ON72110	baseline	1	74	0	2	0	2	2	0	2	0	2	0	0	2	0	2	1	2	2	1	2	1	1	2	2	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON72200	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	1	2	2	2	1	1	0
sub-ON72211	baseline	0	33	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-2	-2	1	2	2	2	-2	2	2	1	1	2
sub-ON72409	baseline	1	100	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON73002	baseline	1	62	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	-2	2	-999	2	2	-1	2	1	2	0
sub-ON73020	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	0	1	0	1	-1
sub-ON73101	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	0	2	0	2	0
sub-ON73110	baseline	1	89	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	-1	2	1	1	-2
sub-ON73121	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	1	2	2	2	2	1	2	1	2	2
sub-ON73200	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	-999	2	2	-999	2	2	2	0	2	0
sub-ON73211	baseline	1	60	0	2	0	2	2	0	1	1	2	0	0	2	1	1	1	1	2	0	1	1	1	1	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON73220	baseline	1	100	-999	2	-999	2	2	-999	2	-999	2	-999	-999	2	-999	2	-999	2	2	-999	2	-999	-999	2	-999	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON73312	baseline	-1	-100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-2	-2	0	-2	-2	-2	-2	-2	0	0	0	0
sub-ON73321	baseline	1	100	-999	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON73322	baseline	1	70	0	2	0	2	1	1	2	0	2	0	1	1	0	2	0	2	2	0	1	1	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON73969	baseline	1	70	0	2	0	2	2	0	2	0	1	1	0	2	1	1	0	2	2	0	1	1	0	2	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON74065	baseline	1	90	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	1	1	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON74103	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	2
sub-ON74110	baseline	1	89	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	-1	2	2	2	1	2	2
sub-ON74130	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	2	2	2	2	2
sub-ON74200	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	2
sub-ON74201	baseline	1	75	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	-2	2	2	2	1	0	1	2	0	0
sub-ON74231	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	2	2	1	2	1	2	0	1	1
sub-ON74232	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	2	1	1	2	0	2	2	0	0
sub-ON74300	baseline	1	90	0	2	0	2	2	0	2	0	2	0	0	2	0	2	1	1	2	0	2	0	0	2	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON74301	baseline	1	88	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	-1	2	0	-999	0
sub-ON74310	baseline	0	-5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	-999	2	2	2	2	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON74312	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	1	2	2	2	2	1	2	1	1	1
sub-ON74320	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	1	1	1	2	1	1	0
sub-ON74322	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	0	2	2	2	2	0	2	0	2	0
sub-ON74332	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	2
sub-ON74400	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	1	0
sub-ON74410	baseline	-1	-100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-2	-2	-1	-2	-2	-2	-2	-2	-2	-1	-1	1
sub-ON74411	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	2	2	2	2	2
sub-ON74431	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	-1
sub-ON74442	baseline	1	100	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON74611	baseline	0	-14	2	1	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON74641	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	0	2	2	0	2	2	2	1
sub-ON75010	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	0	2	2	1	-2
sub-ON75100	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	1	2	2	1	0	2	0	-1	1
sub-ON75131	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	0	2	1	1	0
sub-ON75201	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	1	2	2	2	2	1	2	-1
sub-ON75202	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	1	2	2	2	2	2	2	2
sub-ON75210	baseline	1	90	0	2	0	2	2	0	2	0	2	0	0	2	0	2	1	1	2	0	2	0	0	2	0	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON75220	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	1	2	1	2	1	1	-1
sub-ON75221	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	1	0	1	1	1	0	2	1	0	0
sub-ON75222	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	1
sub-ON75231	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	2	1	2	2	1	2	1	1	1
sub-ON75240	baseline	1	100	0	2	0	2	1	0	2	0	2	0	0	2	0	2	0	1	2	0	2	0	0	2	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON75301	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	0	0
sub-ON75311	baseline	1	60	1	2	0	2	2	1	2	0	2	1	0	2	1	2	0	2	2	0	2	1	1	2	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON75312	baseline	-1	-100	-777	-777	-777	-2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-2	-777	-2	-1	-2	-2	-1	-2	-2	-1	0	0
sub-ON75314	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	2	2	0	0	1	1	0	-1	1
sub-ON75320	baseline	-1	-85	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-2	-2	1	-1	-2	-2	-2	-1	0	0	1	1
sub-ON75325	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	-2
sub-ON75332	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	1	1	1	1	0	1	1
sub-ON75341	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	1	2	1	0	1
sub-ON75352	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	0
sub-ON75402	baseline	1	89	0	2	0	2	2	0	2	0	2	0	0	2	0	-999	1	1	2	0	2	0	0	2	0	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON75410	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	1	2	1	2	0
sub-ON75411	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	2	2	2	2	-1
sub-ON75413	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	1	1	2	1	2	1	2	-2
sub-ON75420	baseline	1	42	0	2	0	2	2	1	2	1	2	1	2	1	1	1	0	2	2	0	1	1	1	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON75424	baseline	-1	-82	2	0	2	0	0	2	0	2	0	2	2	0	2	0	2	1	0	2	1	2	0	1	1	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON75431	baseline	1	80	0	2	0	2	1	1	2	0	2	0	1	1	0	2	0	2	2	0	2	0	1	1	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON75442	baseline	1	90	0	2	0	2	2	0	2	0	2	0	0	2	0	2	1	1	2	0	2	0	0	2	1	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON75443	baseline	1	88	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	-1	1	1	2	1	1	-1
sub-ON75450	baseline	1	82	0	2	0	2	2	0	2	0	2	0	0	2	0	2	1	2	2	0	2	1	0	2	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON75451	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	0	1	1
sub-ON75514	baseline	1	100	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	-999	0	-999	0	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON75541	baseline	1	85	0	1	0	2	1	0	1	0	1	0	0	1	0	1	0	1	2	0	1	1	0	1	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON75551	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	0	2	0	1	1
sub-ON76044	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	1	1	1	2	2	2	-1
sub-ON76100	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	1	2	2	2	2
sub-ON76103	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	-1
sub-ON76113	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	2	2	2	2	2	2	0	2	1
sub-ON76130	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	1	1	1	1	0	2	1	1	0
sub-ON76142	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	1	1	1	0	1	1
sub-ON76144	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	1	2	1
sub-ON76153	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	0	1	0	0	0
sub-ON76201	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	1	2	1	2	2	2	2
sub-ON76211	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	1	2	2	2	2	1	2	0
sub-ON76213	baseline	1	100	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON76214	baseline	-1	-100	-777	-777	-777	-2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-2	-777	-2	-1	-1	-1	-1	0	-1	0	1	1
sub-ON76221	baseline	-1	-74	2	0	2	0	1	2	0	2	0	2	2	1	2	0	2	0	0	2	1	2	1	1	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON76240	baseline	1	80	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	-2	2	2	2	2	2	1
sub-ON76241	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	1	1	1	1	-1
sub-ON76242	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	2	2	2	2	0
sub-ON76243	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	1	1	2	1
sub-ON76300	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	2	2	0	1	2
sub-ON76303	baseline	1	90	0	2	0	2	2	0	2	0	2	0	0	2	0	2	1	1	2	0	2	0	0	2	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON76310	baseline	0	40	0	2	0	2	2	0	1	1	0	2	0	2	0	2	1	1	1	1	1	1	0	2	0	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON76311	baseline	1	100	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON76313	baseline	-1	-100	-777	-777	-777	-2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-2	-777	-1	-2	-2	-2	-2	0	0	0	1	-1
sub-ON76320	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	1	2	1	1	2	2	1	1
sub-ON76330	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	2	2	1	-1	-2
sub-ON76331	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	1	1	0
sub-ON76332	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	2
sub-ON76335	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	1	2	2	0	2	-1
sub-ON76342	baseline	1	60	0	2	0	2	2	0	2	0	2	1	0	2	1	2	2	2	2	0	2	1	2	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON76351	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	1	2	-2
sub-ON76353	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	1	2	2	0	1
sub-ON76361	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	1
sub-ON76400	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	1	1	1	1	0	2	1	0	1
sub-ON76400	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	1	1	1	0	0	2	0	-1	1
sub-ON76410	baseline	1	90	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	1	1	0	2	0	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON76411	baseline	1	80	0	2	0	2	2	0	2	0	2	0	0	2	0	2	1	1	2	0	1	1	1	1	0	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
